risk_score,clv_eur,expected_value_eur,is_churn,tenure_band,active_days_30d,days_since_last_play
0.5347,4.8805,2.6098,1,05 2+ years,13,2.0
0.2504,4.8805,1.2222,0,05 2+ years,25,1.0
0.781,7.4219,5.7963,1,04 1-2 years,27,1.0
0.2117,4.8805,1.033,0,04 1-2 years,30,1.0
0.5286,4.8805,2.5798,1,05 2+ years,21,1.0
0.1636,4.8805,0.7985,0,05 2+ years,23,4.0
0.3909,4.8805,1.9079,0,05 2+ years,10,2.0
0.1952,4.8805,0.9526,0,05 2+ years,18,2.0
0.8923,4.8805,4.3551,1,01 0-3 months,2,24.0
0.2836,4.8805,1.3841,0,03 6-12 months,27,1.0
0.3012,4.8805,1.4702,1,05 2+ years,27,1.0
0.1573,4.8805,0.7679,1,05 2+ years,24,2.0
0.908,16.6348,15.1048,1,05 2+ years,2,15.0
0.1681,4.8805,0.8205,1,04 1-2 years,23,1.0
0.5255,4.8805,2.5646,0,05 2+ years,11,2.0
0.3477,4.8805,1.697,0,05 2+ years,12,1.0
0.6725,7.4219,4.9909,0,05 2+ years,26,1.0
0.1364,4.8805,0.6658,0,05 2+ years,27,2.0
0.1422,4.8805,0.6939,0,05 2+ years,25,1.0
0.3743,4.8805,1.8268,0,03 6-12 months,21,2.0
0.1743,4.8805,0.8505,0,04 1-2 years,9,1.0
0.7417,7.4219,5.5051,1,04 1-2 years,22,1.0
0.1423,4.8805,0.6944,0,05 2+ years,28,1.0
0.327,4.8805,1.5959,0,04 1-2 years,25,1.0
0.1789,4.8805,0.8733,0,05 2+ years,15,2.0
0.2056,4.8805,1.0035,0,05 2+ years,29,1.0
0.1625,4.8805,0.793,0,05 2+ years,30,1.0
0.1478,4.8805,0.7214,0,04 1-2 years,20,1.0
0.8977,7.4219,6.6625,1,04 1-2 years,20,1.0
0.8985,16.6348,14.9461,1,05 2+ years,21,3.0
0.8222,7.4219,6.1022,1,05 2+ years,15,2.0
0.3644,4.8805,1.7787,0,03 6-12 months,4,4.0
0.8685,7.4219,6.4456,1,05 2+ years,7,1.0
0.1999,4.8805,0.9754,0,03 6-12 months,16,1.0
0.287,4.8805,1.4005,0,03 6-12 months,8,4.0
0.1881,4.8805,0.9178,0,03 6-12 months,27,1.0
0.1991,4.8805,0.9718,0,04 1-2 years,20,3.0
0.3388,4.8805,1.6533,0,01 0-3 months,27,1.0
0.2341,4.8805,1.1427,0,05 2+ years,26,1.0
0.2421,4.8805,1.1818,0,05 2+ years,23,1.0
0.8359,7.4219,6.2038,1,05 2+ years,9,2.0
0.1979,4.8805,0.966,0,04 1-2 years,30,1.0
0.4061,4.8805,1.9818,1,05 2+ years,10,5.0
0.1827,4.8805,0.8919,0,05 2+ years,23,1.0
0.2885,4.8805,1.408,0,05 2+ years,19,6.0
0.1563,4.8805,0.7629,0,03 6-12 months,29,1.0
0.1781,4.8805,0.8691,0,04 1-2 years,27,1.0
0.5771,4.8805,2.8166,0,04 1-2 years,11,6.0
0.1728,4.8805,0.8435,0,05 2+ years,30,1.0
0.6765,7.4219,5.0213,0,03 6-12 months,23,2.0
0.8283,7.4219,6.1475,1,05 2+ years,19,2.0
0.187,4.8805,0.9126,0,05 2+ years,22,1.0
0.2587,4.8805,1.2624,0,05 2+ years,15,2.0
0.3151,4.8805,1.5381,1,05 2+ years,30,1.0
0.8564,3.5253,3.019,1,02 3-6 months,23,2.0
0.8682,7.4219,6.444,1,03 6-12 months,15,2.0
0.2578,4.8805,1.2581,0,05 2+ years,21,1.0
0.4231,4.8805,2.065,0,03 6-12 months,4,1.0
0.6029,4.8805,2.9423,1,05 2+ years,3,24.0
0.7927,7.4219,5.8834,1,03 6-12 months,12,5.0
0.2536,4.8805,1.2377,1,04 1-2 years,28,2.0
0.7372,7.4219,5.4715,1,05 2+ years,28,1.0
0.8767,16.6348,14.584,1,05 2+ years,21,4.0
0.3131,4.8805,1.5279,0,01 0-3 months,26,1.0
0.6193,4.8805,3.0223,1,05 2+ years,14,17.0
0.1971,4.8805,0.962,1,05 2+ years,29,1.0
0.2875,4.8805,1.4032,0,05 2+ years,26,2.0
0.9469,7.4219,7.0276,1,05 2+ years,30,1.0
0.5142,3.5253,1.8128,1,05 2+ years,13,2.0
0.8794,16.6348,14.6282,1,05 2+ years,17,1.0
0.8654,7.4219,6.4228,1,05 2+ years,2,4.0
0.8313,16.6348,13.8283,1,05 2+ years,27,1.0
0.1181,4.8805,0.5764,0,03 6-12 months,30,1.0
0.5063,4.8805,2.4709,0,04 1-2 years,21,1.0
0.8133,3.5253,2.8671,1,05 2+ years,0,
0.2672,4.8805,1.3043,0,05 2+ years,14,4.0
0.3026,4.8805,1.4767,0,02 3-6 months,10,9.0
0.1259,4.8805,0.6146,0,04 1-2 years,30,1.0
0.2241,4.8805,1.0939,0,05 2+ years,26,1.0
0.508,4.8805,2.4793,0,03 6-12 months,29,1.0
0.2865,4.8805,1.3982,1,05 2+ years,26,1.0
0.4567,4.8805,2.2291,0,05 2+ years,26,1.0
0.1963,4.8805,0.9583,0,04 1-2 years,28,1.0
0.2058,4.8805,1.0046,0,05 2+ years,28,1.0
0.9551,7.4219,7.0883,1,05 2+ years,19,2.0
0.1946,4.8805,0.95,0,04 1-2 years,21,1.0
0.4448,4.8805,2.1707,0,03 6-12 months,21,1.0
0.4376,4.8805,2.1356,1,04 1-2 years,22,1.0
0.1226,4.8805,0.5986,1,05 2+ years,30,1.0
0.3461,4.8805,1.689,0,04 1-2 years,9,5.0
0.7021,16.6348,11.68,1,05 2+ years,30,1.0
0.2886,4.8805,1.4085,0,04 1-2 years,17,1.0
0.325,4.8805,1.5864,0,04 1-2 years,7,5.0
0.4325,4.8805,2.1106,1,03 6-12 months,16,1.0
0.8414,7.4219,6.2451,1,05 2+ years,5,9.0
0.0864,4.8805,0.4218,0,05 2+ years,30,1.0
0.2648,4.8805,1.2923,1,01 0-3 months,27,4.0
0.335,4.8805,1.6348,0,05 2+ years,13,1.0
0.2525,4.8805,1.2326,0,03 6-12 months,24,1.0
0.2783,4.8805,1.3583,0,02 3-6 months,22,1.0
0.8873,16.6348,14.7596,1,05 2+ years,18,1.0
0.4101,4.8805,2.0017,0,05 2+ years,23,2.0
0.2198,4.8805,1.0726,0,03 6-12 months,29,1.0
0.1675,4.8805,0.8173,1,04 1-2 years,22,1.0
0.1745,4.8805,0.8517,1,05 2+ years,24,1.0
0.229,4.8805,1.1177,0,02 3-6 months,29,1.0
0.2722,4.8805,1.3285,0,05 2+ years,27,1.0
0.455,4.8805,2.2205,1,05 2+ years,24,2.0
0.5407,4.8805,2.6387,0,05 2+ years,26,1.0
0.8194,16.6348,13.6311,1,05 2+ years,6,1.0
0.9589,16.6348,15.9517,1,05 2+ years,0,
0.2798,4.8805,1.3658,0,04 1-2 years,24,1.0
0.7736,7.4219,5.7415,1,05 2+ years,15,2.0
0.3577,4.8805,1.7455,1,05 2+ years,28,1.0
0.2101,4.8805,1.0255,0,04 1-2 years,30,1.0
0.3576,4.8805,1.7451,0,01 0-3 months,14,2.0
0.3684,4.8805,1.798,0,04 1-2 years,26,1.0
0.5142,4.8805,2.5093,1,01 0-3 months,20,1.0
0.1502,4.8805,0.7328,1,05 2+ years,30,1.0
0.3611,4.8805,1.7624,1,05 2+ years,19,1.0
0.4274,4.8805,2.0858,1,05 2+ years,21,1.0
0.301,4.8805,1.4689,0,05 2+ years,19,1.0
0.1301,4.8805,0.6351,0,04 1-2 years,30,1.0
0.3163,4.8805,1.5439,0,05 2+ years,16,3.0
0.1266,4.8805,0.618,0,05 2+ years,30,1.0
0.3524,4.8805,1.7197,0,05 2+ years,21,2.0
0.2239,4.8805,1.0926,0,05 2+ years,30,1.0
0.8401,0.048,0.0403,1,04 1-2 years,28,1.0
0.3041,4.8805,1.484,0,05 2+ years,19,1.0
0.5098,4.8805,2.4881,0,05 2+ years,6,2.0
0.2455,4.8805,1.1982,0,05 2+ years,27,1.0
0.9507,7.4219,7.056,1,05 2+ years,29,1.0
0.5797,3.5253,2.0437,1,05 2+ years,9,1.0
0.1936,4.8805,0.9447,0,04 1-2 years,30,1.0
0.6924,4.8805,3.3792,0,05 2+ years,13,2.0
0.261,4.8805,1.2737,0,05 2+ years,8,3.0
0.1224,4.8805,0.5972,0,05 2+ years,16,1.0
0.1742,4.8805,0.85,0,04 1-2 years,30,1.0
0.7806,16.6348,12.9854,1,05 2+ years,29,1.0
0.3417,4.8805,1.6675,1,01 0-3 months,25,1.0
0.2741,4.8805,1.338,0,04 1-2 years,10,4.0
0.2583,4.8805,1.2605,0,05 2+ years,11,4.0
0.1367,4.8805,0.6673,0,03 6-12 months,29,1.0
0.2775,4.8805,1.3544,0,03 6-12 months,21,1.0
0.3056,4.8805,1.4914,1,05 2+ years,14,1.0
0.8596,3.5253,3.0304,1,01 0-3 months,7,1.0
0.8498,16.6348,14.1364,1,05 2+ years,15,2.0
0.1705,4.8805,0.8321,0,04 1-2 years,17,2.0
0.5464,4.8805,2.6667,1,05 2+ years,5,21.0
0.449,4.8805,2.1911,1,05 2+ years,25,1.0
0.1411,4.8805,0.6887,0,04 1-2 years,30,1.0
0.6099,7.4219,4.5264,1,05 2+ years,18,2.0
0.1373,4.8805,0.6701,0,04 1-2 years,26,1.0
0.607,4.8805,2.9626,0,04 1-2 years,8,1.0
0.2724,4.8805,1.3292,0,03 6-12 months,25,1.0
0.7759,7.4219,5.7589,1,03 6-12 months,24,1.0
0.1202,4.8805,0.5866,0,03 6-12 months,30,1.0
0.3275,4.8805,1.5983,0,03 6-12 months,26,1.0
0.5525,4.8805,2.6966,0,05 2+ years,27,1.0
0.3304,4.8805,1.6126,1,01 0-3 months,25,1.0
0.5849,7.4219,4.3414,1,03 6-12 months,26,1.0
0.1501,4.8805,0.7327,0,04 1-2 years,25,1.0
0.1595,4.8805,0.7784,0,05 2+ years,25,1.0
0.2153,4.8805,1.0509,0,05 2+ years,30,1.0
0.1676,4.8805,0.8178,0,04 1-2 years,25,1.0
0.6286,4.8805,3.0681,0,05 2+ years,9,5.0
0.941,7.4219,6.9838,1,04 1-2 years,11,4.0
0.263,4.8805,1.2838,0,03 6-12 months,12,1.0
0.1691,4.8805,0.8252,0,05 2+ years,7,4.0
0.5518,4.8805,2.6932,1,05 2+ years,2,29.0
0.873,16.6348,14.5215,0,04 1-2 years,25,1.0
0.3647,4.8805,1.7797,0,04 1-2 years,25,1.0
0.1363,4.8805,0.6652,0,04 1-2 years,30,1.0
0.2438,4.8805,1.1897,1,05 2+ years,21,1.0
0.4027,4.8805,1.9655,0,01 0-3 months,10,2.0
0.5825,7.4219,4.3234,0,05 2+ years,30,1.0
0.2209,4.8805,1.0781,0,04 1-2 years,25,1.0
0.2146,4.8805,1.0475,1,05 2+ years,26,1.0
0.2382,4.8805,1.1628,0,04 1-2 years,12,3.0
0.2004,4.8805,0.978,0,02 3-6 months,12,2.0
0.2359,4.8805,1.1513,0,04 1-2 years,9,1.0
0.2313,4.8805,1.1286,0,05 2+ years,15,1.0
0.8079,7.4219,5.9965,1,05 2+ years,16,4.0
0.4625,4.8805,2.2572,1,04 1-2 years,29,1.0
0.3244,4.8805,1.5835,0,05 2+ years,26,1.0
0.3902,4.8805,1.9042,0,05 2+ years,23,1.0
0.8048,3.5253,2.8371,0,04 1-2 years,7,10.0
0.437,4.8805,2.1326,1,05 2+ years,29,1.0
0.2236,4.8805,1.0911,0,03 6-12 months,23,2.0
0.3734,4.8805,1.8222,0,05 2+ years,27,1.0
0.1665,4.8805,0.8124,0,04 1-2 years,25,1.0
0.3784,4.8805,1.8467,0,04 1-2 years,25,3.0
0.4442,4.8805,2.1681,1,04 1-2 years,4,4.0
0.1338,4.8805,0.6531,0,05 2+ years,26,1.0
0.9742,16.6348,16.2048,1,99 unknown,0,
0.3159,4.8805,1.542,0,05 2+ years,15,1.0
0.454,4.8805,2.2159,1,03 6-12 months,13,2.0
0.8444,7.4219,6.267,0,04 1-2 years,27,1.0
0.8735,3.5253,3.0794,1,04 1-2 years,11,7.0
0.948,7.4219,7.0361,1,04 1-2 years,21,1.0
0.1977,4.8805,0.9649,0,05 2+ years,30,1.0
0.279,4.8805,1.3615,1,04 1-2 years,15,1.0
0.494,4.8805,2.4109,0,02 3-6 months,16,1.0
0.1733,4.8805,0.8456,0,03 6-12 months,11,2.0
0.1319,4.8805,0.644,0,04 1-2 years,24,1.0
0.2521,4.8805,1.2304,1,04 1-2 years,30,1.0
0.6474,7.4219,4.8049,0,05 2+ years,29,1.0
0.6495,4.8805,3.1697,0,05 2+ years,10,3.0
0.1792,4.8805,0.8746,0,05 2+ years,28,1.0
0.2016,4.8805,0.9838,0,04 1-2 years,21,1.0
0.3379,4.8805,1.6489,0,04 1-2 years,6,1.0
0.1656,4.8805,0.8084,0,04 1-2 years,29,1.0
0.1354,4.8805,0.661,0,04 1-2 years,30,1.0
0.1493,4.8805,0.7287,1,05 2+ years,26,1.0
0.2809,4.8805,1.371,0,02 3-6 months,13,2.0
0.4939,4.8805,2.4107,0,05 2+ years,25,1.0
0.1061,4.8805,0.5178,0,05 2+ years,26,1.0
0.4181,4.8805,2.0405,1,05 2+ years,25,1.0
0.944,7.4219,7.0064,1,05 2+ years,24,1.0
0.1679,4.8805,0.8197,0,02 3-6 months,26,1.0
0.2142,4.8805,1.0453,1,05 2+ years,14,1.0
0.8547,7.4219,6.3434,1,05 2+ years,14,2.0
0.3688,4.8805,1.7997,0,05 2+ years,28,1.0
0.2558,4.8805,1.2482,0,03 6-12 months,27,1.0
0.1565,4.8805,0.7636,0,05 2+ years,30,1.0
0.3181,4.8805,1.5527,0,05 2+ years,18,5.0
0.3047,4.8805,1.487,0,01 0-3 months,16,1.0
0.2019,4.8805,0.9852,1,05 2+ years,16,1.0
0.5027,4.8805,2.4536,0,02 3-6 months,6,6.0
0.1867,4.8805,0.9113,0,04 1-2 years,23,4.0
0.2334,4.8805,1.1391,1,04 1-2 years,18,1.0
0.3088,4.8805,1.5069,1,05 2+ years,9,6.0
0.1584,4.8805,0.7732,0,05 2+ years,30,1.0
0.1856,4.8805,0.9059,0,02 3-6 months,29,1.0
0.2813,4.8805,1.3731,0,02 3-6 months,12,1.0
0.325,4.8805,1.5863,0,04 1-2 years,25,1.0
0.1485,4.8805,0.7246,0,03 6-12 months,24,1.0
0.2526,4.8805,1.2329,0,04 1-2 years,20,2.0
0.8608,16.6348,14.3185,1,04 1-2 years,17,3.0
0.9464,7.4219,7.0242,1,05 2+ years,25,1.0
0.3917,4.8805,1.9116,0,03 6-12 months,16,6.0
0.8439,16.6348,14.0378,1,05 2+ years,7,1.0
0.5384,4.8805,2.6277,1,05 2+ years,15,6.0
0.9131,16.6348,15.1893,1,05 2+ years,7,1.0
0.2924,4.8805,1.4272,1,05 2+ years,3,1.0
0.3122,4.8805,1.5238,1,04 1-2 years,10,1.0
0.7027,7.4219,5.2151,1,05 2+ years,21,1.0
0.1725,4.8805,0.842,0,04 1-2 years,24,1.0
0.1469,4.8805,0.7169,0,05 2+ years,20,1.0
0.2331,4.8805,1.1376,1,05 2+ years,27,1.0
0.4438,4.8805,2.1661,0,01 0-3 months,12,4.0
0.2395,4.8805,1.169,0,05 2+ years,24,1.0
0.7981,0.048,0.0383,1,04 1-2 years,25,1.0
0.709,4.8805,3.4604,1,05 2+ years,9,4.0
0.7931,7.4219,5.8859,0,05 2+ years,28,1.0
0.8026,16.6348,13.3503,1,05 2+ years,23,1.0
0.1145,4.8805,0.5586,0,04 1-2 years,30,1.0
0.1518,4.8805,0.7408,0,05 2+ years,30,1.0
0.8266,0.048,0.0397,1,05 2+ years,19,1.0
0.1229,4.8805,0.5999,0,05 2+ years,30,1.0
0.6548,7.4219,4.8601,0,05 2+ years,23,1.0
0.235,4.8805,1.1471,1,05 2+ years,27,1.0
0.1142,4.8805,0.5574,0,05 2+ years,30,1.0
0.1494,4.8805,0.7292,0,05 2+ years,30,1.0
0.4516,4.8805,2.204,1,01 0-3 months,13,9.0
0.5367,4.8805,2.6193,0,04 1-2 years,19,1.0
0.9336,7.4219,6.9292,1,05 2+ years,24,1.0
0.9167,7.4219,6.8039,1,04 1-2 years,28,1.0
0.1483,4.8805,0.7236,0,05 2+ years,30,1.0
0.203,4.8805,0.9905,0,03 6-12 months,24,1.0
0.2023,4.8805,0.9875,0,05 2+ years,27,1.0
0.1497,4.8805,0.7305,1,04 1-2 years,26,1.0
0.1555,4.8805,0.7587,0,04 1-2 years,24,1.0
0.1558,4.8805,0.7606,0,05 2+ years,24,1.0
0.2684,4.8805,1.3102,0,05 2+ years,20,1.0
0.2241,4.8805,1.0937,0,04 1-2 years,15,4.0
0.2367,4.8805,1.1554,1,05 2+ years,6,8.0
0.1824,4.8805,0.8902,0,05 2+ years,24,1.0
0.2745,4.8805,1.3397,0,05 2+ years,22,1.0
0.2785,4.8805,1.3593,1,05 2+ years,26,2.0
0.1642,4.8805,0.8015,0,03 6-12 months,20,1.0
0.1672,4.8805,0.8162,0,04 1-2 years,19,1.0
0.2416,4.8805,1.1789,0,02 3-6 months,28,1.0
0.1643,4.8805,0.8019,0,05 2+ years,20,1.0
0.1431,4.8805,0.6982,0,05 2+ years,29,1.0
0.2172,4.8805,1.0602,1,04 1-2 years,21,1.0
0.7393,4.8805,3.6081,1,05 2+ years,16,6.0
0.8828,16.6348,14.6849,1,04 1-2 years,27,1.0
0.2069,4.8805,1.0096,0,05 2+ years,18,3.0
0.5438,4.8805,2.6541,0,04 1-2 years,30,1.0
0.812,0.048,0.039,1,01 0-3 months,10,5.0
0.6871,4.8805,3.3534,0,05 2+ years,7,15.0
0.5995,4.8805,2.9259,1,05 2+ years,23,1.0
0.4285,4.8805,2.0911,0,05 2+ years,26,1.0
0.8775,16.6348,14.5969,1,04 1-2 years,15,3.0
0.1182,4.8805,0.5767,0,04 1-2 years,30,1.0
0.7957,7.4219,5.9059,1,04 1-2 years,26,1.0
0.4303,4.8805,2.1001,1,05 2+ years,15,1.0
0.8788,16.6348,14.6189,1,04 1-2 years,20,1.0
0.8771,7.4219,6.5098,1,04 1-2 years,14,2.0
0.2244,4.8805,1.0951,1,03 6-12 months,17,2.0
0.5842,3.5253,2.0596,0,05 2+ years,30,1.0
0.7113,3.5253,2.5077,1,04 1-2 years,18,1.0
0.1344,4.8805,0.6558,0,04 1-2 years,25,1.0
0.2721,4.8805,1.3281,0,05 2+ years,24,1.0
0.2715,4.8805,1.3249,1,04 1-2 years,22,1.0
0.2632,4.8805,1.2845,0,01 0-3 months,28,1.0
0.2835,4.8805,1.3836,1,05 2+ years,25,1.0
0.7924,3.5253,2.7935,1,05 2+ years,19,2.0
0.2296,4.8805,1.1205,0,05 2+ years,12,1.0
0.514,4.8805,2.5084,0,05 2+ years,2,3.0
0.9457,16.6348,15.7308,1,05 2+ years,1,1.0
0.1581,4.8805,0.7714,0,03 6-12 months,29,1.0
0.1601,4.8805,0.7815,0,05 2+ years,29,1.0
0.2693,4.8805,1.3143,0,05 2+ years,28,1.0
0.293,4.8805,1.4298,1,01 0-3 months,11,1.0
0.3824,4.8805,1.8665,0,05 2+ years,19,1.0
0.2272,4.8805,1.109,1,05 2+ years,16,2.0
0.2243,4.8805,1.0949,1,05 2+ years,26,1.0
0.2762,4.8805,1.3479,0,02 3-6 months,30,1.0
0.2665,4.8805,1.3005,1,04 1-2 years,26,1.0
0.9488,7.4219,7.0416,1,04 1-2 years,24,1.0
0.2256,4.8805,1.1012,0,03 6-12 months,2,1.0
0.9506,3.5253,3.3511,1,03 6-12 months,0,
0.6546,4.8805,3.1948,1,05 2+ years,6,1.0
0.1829,4.8805,0.8925,0,05 2+ years,27,1.0
0.9437,7.4219,7.004,1,04 1-2 years,20,1.0
0.1841,4.8805,0.8983,1,04 1-2 years,20,2.0
0.2868,4.8805,1.4,0,02 3-6 months,16,1.0
0.1174,4.8805,0.5728,0,03 6-12 months,26,2.0
0.2091,4.8805,1.0205,0,03 6-12 months,29,1.0
0.4766,4.8805,2.3259,0,05 2+ years,6,7.0
0.2733,4.8805,1.3341,1,05 2+ years,5,2.0
0.8748,16.6348,14.5522,1,05 2+ years,15,3.0
0.2282,4.8805,1.1139,0,04 1-2 years,25,1.0
0.9037,16.6348,15.0322,0,05 2+ years,10,1.0
0.1438,4.8805,0.7016,0,05 2+ years,26,1.0
0.2752,4.8805,1.3433,0,05 2+ years,26,2.0
0.8816,16.6348,14.666,0,05 2+ years,8,15.0
0.2215,4.8805,1.0812,0,04 1-2 years,15,1.0
0.2429,4.8805,1.1855,1,05 2+ years,15,3.0
0.1282,4.8805,0.6256,1,05 2+ years,26,1.0
0.2833,4.8805,1.3827,0,05 2+ years,21,1.0
0.789,7.4219,5.8556,1,05 2+ years,22,1.0
0.1739,4.8805,0.8488,0,02 3-6 months,29,1.0
0.9264,4.8805,4.5211,1,05 2+ years,0,
0.1715,4.8805,0.8372,0,05 2+ years,28,1.0
0.1536,4.8805,0.7496,0,05 2+ years,28,1.0
0.2673,4.8805,1.3048,0,05 2+ years,25,1.0
0.3995,4.8805,1.9496,0,01 0-3 months,12,1.0
0.2514,4.8805,1.2272,1,03 6-12 months,11,6.0
0.3872,4.8805,1.8895,0,04 1-2 years,9,9.0
0.253,4.8805,1.2348,0,04 1-2 years,30,1.0
0.2328,4.8805,1.1363,0,05 2+ years,25,2.0
0.2448,4.8805,1.1946,1,05 2+ years,4,1.0
0.3033,4.8805,1.4801,0,05 2+ years,30,1.0
0.1644,4.8805,0.8023,1,03 6-12 months,23,1.0
0.1399,4.8805,0.6829,1,05 2+ years,28,1.0
0.3132,4.8805,1.5284,0,01 0-3 months,21,1.0
0.2146,4.8805,1.0474,0,03 6-12 months,17,7.0
0.1855,4.8805,0.9053,1,04 1-2 years,19,1.0
0.3204,4.8805,1.5635,0,05 2+ years,29,1.0
0.185,4.8805,0.903,0,04 1-2 years,30,1.0
0.2965,4.8805,1.4473,0,05 2+ years,12,1.0
0.2438,4.8805,1.1899,0,02 3-6 months,14,1.0
0.8214,7.4219,6.0965,1,04 1-2 years,25,1.0
0.2761,4.8805,1.3475,0,05 2+ years,29,1.0
0.3241,4.8805,1.5816,0,01 0-3 months,27,1.0
0.1795,4.8805,0.8762,0,04 1-2 years,25,1.0
0.2864,4.8805,1.3979,1,05 2+ years,22,2.0
0.1391,4.8805,0.6787,0,05 2+ years,17,1.0
0.2204,4.8805,1.0755,1,02 3-6 months,30,1.0
0.8779,16.6348,14.604,1,05 2+ years,11,8.0
0.5756,4.8805,2.8094,0,04 1-2 years,1,30.0
0.8027,3.5253,2.8296,0,05 2+ years,16,1.0
0.4852,4.8805,2.368,0,04 1-2 years,2,14.0
0.1721,4.8805,0.8398,0,05 2+ years,30,1.0
0.2937,4.8805,1.4334,1,05 2+ years,28,1.0
0.8671,16.6348,14.4234,1,05 2+ years,7,2.0
0.1436,4.8805,0.701,0,05 2+ years,29,1.0
0.209,4.8805,1.0199,0,02 3-6 months,30,1.0
0.9575,16.6348,15.9279,1,05 2+ years,0,
0.1606,4.8805,0.7836,0,05 2+ years,28,1.0
0.4036,4.8805,1.9697,0,05 2+ years,14,5.0
0.8076,16.6348,13.4336,1,05 2+ years,27,1.0
0.7827,7.4219,5.8091,1,05 2+ years,19,1.0
0.8936,16.6348,14.865,1,05 2+ years,23,4.0
0.7902,7.4219,5.8648,1,05 2+ years,7,4.0
0.1549,4.8805,0.7558,0,05 2+ years,29,1.0
0.4578,4.8805,2.2341,0,01 0-3 months,20,11.0
0.164,4.8805,0.8005,0,05 2+ years,24,3.0
0.3058,4.8805,1.4927,0,04 1-2 years,4,11.0
0.4947,4.8805,2.4143,0,05 2+ years,28,1.0
0.1779,4.8805,0.8682,0,04 1-2 years,22,1.0
0.8226,16.6348,13.6846,1,05 2+ years,14,3.0
0.7946,16.6348,13.2181,1,05 2+ years,9,2.0
0.8681,16.6348,14.4402,0,05 2+ years,5,1.0
0.3327,4.8805,1.6236,0,05 2+ years,10,3.0
0.3795,4.8805,1.852,1,05 2+ years,18,2.0
0.196,4.8805,0.9564,0,04 1-2 years,23,1.0
0.2839,4.8805,1.3854,0,05 2+ years,26,1.0
0.5461,4.8805,2.6651,1,05 2+ years,11,5.0
0.18,4.8805,0.8787,0,04 1-2 years,28,1.0
0.5407,4.8805,2.639,0,01 0-3 months,9,6.0
0.881,7.4219,6.5389,1,05 2+ years,28,1.0
0.4906,4.8805,2.3943,0,04 1-2 years,4,17.0
0.2692,4.8805,1.314,0,04 1-2 years,24,1.0
0.5258,4.8805,2.5661,0,03 6-12 months,19,7.0
0.2438,4.8805,1.1901,0,03 6-12 months,30,1.0
0.9065,16.6348,15.0791,1,04 1-2 years,5,14.0
0.1773,4.8805,0.8653,0,04 1-2 years,15,4.0
0.2153,4.8805,1.0509,0,05 2+ years,18,2.0
0.9301,16.6348,15.4718,1,01 0-3 months,1,3.0
0.2665,4.8805,1.3008,0,05 2+ years,22,6.0
0.82,7.4219,6.0861,1,05 2+ years,7,8.0
0.5434,4.8805,2.6522,0,04 1-2 years,2,21.0
0.2458,4.8805,1.1994,0,05 2+ years,29,1.0
0.8796,16.6348,14.6313,1,04 1-2 years,25,1.0
0.3182,4.8805,1.5528,0,01 0-3 months,25,1.0
0.2364,4.8805,1.1535,0,04 1-2 years,8,1.0
0.3525,4.8805,1.7206,0,04 1-2 years,25,1.0
0.1813,4.8805,0.8847,1,04 1-2 years,30,1.0
0.2616,4.8805,1.2765,1,04 1-2 years,17,1.0
0.6667,4.8805,3.2541,1,05 2+ years,1,30.0
0.4222,4.8805,2.0604,0,05 2+ years,13,1.0
0.2352,4.8805,1.1476,0,05 2+ years,8,2.0
0.2601,4.8805,1.2693,1,01 0-3 months,29,1.0
0.5126,4.8805,2.5019,1,01 0-3 months,16,1.0
0.167,4.8805,0.8149,0,04 1-2 years,21,1.0
0.3324,4.8805,1.6221,1,05 2+ years,30,1.0
0.8683,4.8805,4.2376,1,01 0-3 months,3,28.0
0.2955,4.8805,1.4424,0,04 1-2 years,25,1.0
0.215,4.8805,1.0493,0,03 6-12 months,29,2.0
0.8694,16.6348,14.463,1,05 2+ years,23,1.0
0.1342,4.8805,0.655,0,05 2+ years,27,1.0
0.3926,4.8805,1.9162,1,03 6-12 months,2,14.0
0.1923,4.8805,0.9384,0,05 2+ years,27,1.0
0.892,16.6348,14.8377,1,05 2+ years,21,1.0
0.8653,16.6348,14.3934,1,05 2+ years,29,1.0
0.8607,4.8805,4.2004,1,04 1-2 years,1,20.0
0.5498,4.8805,2.6834,0,04 1-2 years,6,1.0
0.4361,4.8805,2.1283,0,05 2+ years,8,5.0
0.1371,4.8805,0.669,0,05 2+ years,30,1.0
0.1603,4.8805,0.7823,0,04 1-2 years,28,1.0
0.2064,4.8805,1.0072,0,03 6-12 months,30,1.0
0.1455,4.8805,0.71,0,05 2+ years,30,1.0
0.1694,4.8805,0.8268,0,05 2+ years,15,1.0
0.1777,4.8805,0.8674,0,02 3-6 months,23,1.0
0.1728,4.8805,0.8433,0,05 2+ years,21,6.0
0.356,4.8805,1.7377,1,01 0-3 months,25,2.0
0.1311,4.8805,0.6397,0,03 6-12 months,25,1.0
0.283,4.8805,1.381,1,05 2+ years,14,2.0
0.1868,4.8805,0.9117,1,03 6-12 months,17,1.0
0.1757,4.8805,0.8577,0,04 1-2 years,30,1.0
0.1815,4.8805,0.8856,0,04 1-2 years,17,2.0
0.8131,7.4219,6.035,1,04 1-2 years,15,3.0
0.2737,4.8805,1.3358,0,05 2+ years,24,5.0
0.3132,4.8805,1.5284,0,02 3-6 months,20,1.0
0.503,4.8805,2.4551,0,04 1-2 years,26,2.0
0.1354,4.8805,0.6607,0,05 2+ years,29,1.0
0.3778,4.8805,1.8439,0,04 1-2 years,13,2.0
